"fbgn","symbol","chrom","start","stop","y","sig.tally","sig.expression.tally","sig.genotype.effect.tally","sig.interaction.effect.tally","dge.genotype.q","dge.interaction.q","illumina.genotype.pq","illumina.interaction.pq","dgrc.genotype.q","dgrc.interaction.q","min.deletion.q","min.deletion.interaction.q","binding.p","binding.interaction.p","max.bcshort.freq","inconsistent.expression.effects"
"FBgn0001978","stc","2L",15113482,15118070,0.4,1,1,1,0,0.014523609344795,0.427800464436708,NA,NA,0.423011878888761,0.51568061070464,NA,NA,0.705,0.605,0.457516339869281,0
"FBgn0259965","Sfp35C","2L",15201613,15202092,0.7,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.014,0.1,0.396600566572238,NA
"FBgn0261268","Cul-3","2L",15266029,15272011,0.6,1,0,0,1,0.0624447962484253,NA,NA,NA,NA,NA,0.146805987105747,0.0263908057870029,0.674,0.747,0.375,NA
"FBgn0086691","UK114","2L",15274230,15275060,0.7,1,0,0,1,0.573216705281624,NA,NA,NA,NA,NA,0.146805987105747,0.0263908057870029,0.689,0.795,NA,NA
"FBgn0028853","CG15263","2L",15285027,15285905,0.8,1,0,0,1,1,NA,NA,NA,0.119320653385531,0.610559981957089,0.146805987105747,0.0263908057870029,0.49,0.618,NA,NA
"FBgn0028850","CG15260","2L",15291426,15292239,0.9,1,0,0,1,NA,NA,NA,NA,0.479297429861573,0.593451370608277,0.146805987105747,0.0263908057870029,0.707,0.754,NA,NA
"FBgn0011239","ms(2)35Ci","2L",15292545,15293774,0.1,1,0,0,1,NA,NA,NA,NA,0.412798017706873,0.648285087295675,0.146805987105747,0.0263908057870029,0.804,0.894,NA,NA
"FBgn0028852","CG15262","2L",15297808,15299367,0.2,1,0,0,1,0.835884850809433,NA,NA,NA,0.498076901514353,0.548410095844384,0.146805987105747,0.0263908057870029,0.806,0.878,NA,NA
"FBgn0041103","nht","2L",15317954,15318901,0.3,1,0,0,1,NA,NA,NA,NA,0.608440585600181,0.744377020848125,0.146805987105747,0.0263908057870029,0.304,0.504,NA,NA
"FBgn0032563","CG15258","2L",15360921,15361627,0.5,1,0,0,1,NA,NA,NA,NA,0.136240024747874,0.521881466873105,0.146805987105747,0.0263908057870029,0.335,0.29,NA,NA
"FBgn0001983","wor","2L",15423293,15425585,0.6,1,0,0,1,0.260970155743031,NA,NA,NA,0.401018860091907,0.615622814981043,0.146805987105747,0.0263908057870029,0.381,0.354,NA,NA
"FBgn0028892","CG4161","2L",15433362,15435250,0.7,1,0,0,1,0.573216705281624,NA,NA,NA,0.51774801113991,0.73498777302616,0.146805987105747,0.0263908057870029,0.817,0.969,NA,NA
"FBgn0002524","lace","2L",15499110,15505018,0.1,1,1,1,0,0.000255368891860718,NA,NA,NA,0.424294664395624,0.695131450951595,0.225153463451085,0.255553198445086,0.819,0.933,NA,0
"FBgn0010382","CycE","2L",15727762,15748155,0.9,1,1,1,0,0.00833070918710241,NA,0.799378497306698,0.865627625655655,0.127415762067747,0.407250757764087,0.109526289754379,0.237763249411033,0.486,0.655,NA,0
"FBgn0001989","l(2)35Di","2L",15749601,15751054,0.1,1,1,1,0,0.000617277761737225,NA,NA,NA,0.284271127766557,0.724139831990888,0.109526289754379,0.237763249411033,0.73,0.951,NA,0
"FBgn0041627","Ku80","2L",15768512,15771280,0.7,1,1,1,0,0.00336541402464808,NA,NA,NA,0.119105881244662,0.528635836511208,NA,NA,0.561,0.59,NA,0
"FBgn0028901","CG18109","2L",15784108,15790050,0.9,1,1,1,0,0.00233006716372023,NA,NA,NA,0.635005220829827,0.568646224799466,NA,NA,0.514,0.913,NA,0
"FBgn0041183","TepI","2L",15888639,15893811,0.1,1,1,1,0,0.00868196123492659,NA,NA,NA,0.214228344543857,0.668731232660113,NA,NA,0.876,0.944,NA,0
"FBgn0028645","beat-Ib","2L",15905134,15962432,0.5,1,0,1,0,NA,NA,NA,NA,0.587775570478544,0.505277140066386,0.00844286393154995,0.0735302703407016,0.607,0.698,0.466666666666667,NA
"FBgn0032577","CG13244","2L",15916888,15917607,0.6,1,0,1,0,0.88292468366835,NA,NA,NA,0.591490188477427,0.524102803028847,0.00844286393154995,0.0735302703407016,0.682,0.765,0.466666666666667,NA
"FBgn0028514","CG4793","2L",15923395,15926203,0.7,1,0,1,0,0.162693473404748,NA,NA,NA,0.614868334491546,0.453653333780312,0.00844286393154995,0.0735302703407016,0.742,0.707,0.466666666666667,NA
"FBgn0028857","CG12448","2L",15941441,15942854,0.8,1,0,1,0,1,NA,NA,NA,0.171207321114844,0.289072912615504,0.00844286393154995,0.0735302703407016,0.581,0.728,NA,NA
"FBgn0028856","CG18063","2L",15957858,15959431,0.9,1,0,1,0,NA,NA,NA,NA,0.306484422690841,0.24220712854133,0.00844286393154995,0.0735302703407016,0.226,0.397,NA,NA
"FBgn0028858","CG10839","2L",15979535,15981455,0.1,1,0,1,0,NA,NA,NA,NA,0.649486649232611,0.365852634399832,0.00844286393154995,0.0735302703407016,0.888,0.739,NA,NA
"FBgn0263331","CR43412","2L",15989756,15989957,0.2,1,0,1,0,NA,NA,NA,NA,NA,NA,0.00844286393154995,0.0735302703407016,0.715,0.966,NA,NA
"FBgn0085196","CG34167","2L",16002981,16003641,0.4,1,0,1,0,NA,NA,NA,NA,NA,NA,0.00844286393154995,0.0735302703407016,0.355,0.299,NA,NA
"FBgn0045827","CG13245","2L",16004572,16005461,0.5,1,0,1,0,NA,NA,NA,NA,0.441396529221357,0.699828541268021,0.00844286393154995,0.0735302703407016,0.235,0.333,NA,NA
"FBgn0051820","CG31820","2L",16005789,16006279,0.6,1,0,1,0,NA,NA,NA,NA,NA,NA,0.00844286393154995,0.0735302703407016,0.249,0.306,NA,NA
"FBgn0013433","beat-Ia","2L",16049995,16081688,0.8,1,0,0,0,1,NA,NA,NA,0.419424392021827,0.662711482225935,0.264036881183841,0.122243832878898,0.844,0.929,0.714285714285714,NA
"FBgn0001991","Ca-alpha1D","2L",16170657,16190086,0.3,1,0,0,0,0.253852689040538,NA,0.255962516562043,0.620915072016369,0.537666291850824,0.373630773959383,0.264036881183841,0.122243832878898,0.044,0.44,NA,NA
"FBgn0262000","CG42818","2L",16242081,16245459,0.6,1,1,1,0,4.4668053232454e-06,NA,NA,NA,NA,NA,0.264036881183841,0.122243832878898,0.317,0.172,0.38801261829653,0
"FBgn0028515","EndoGI","2L",16257993,16259433,0.8,1,1,1,0,4.11189603696723e-08,NA,NA,NA,0.377269027997961,0.0673667706007406,NA,NA,0.345,0.275,0.363636363636364,0
"FBgn0002673","twe","2L",16259416,16261875,0.9,1,1,1,0,0.0201627211204845,NA,NA,NA,0.500133949996923,0.655143871121857,NA,NA,0.865,0.996,0.329545454545455,0
"FBgn0028897","CG4935","2L",16262123,16263483,0.1,1,1,1,0,0.00756281672817829,NA,NA,NA,0.374118494867176,0.44543714886929,NA,NA,0.876,0.84,0.318181818181818,0
"FBgn0032582","CG13258","2L",16292127,16292970,0.5,1,1,1,0,0.0399223501108863,NA,NA,NA,0.591490188477427,0.694433173232609,NA,NA,0.091,0.056,0.401574803149606,0
"FBgn0011708","Syx5","2L",16307359,16309273,0.3,1,1,1,0,0.0399223501108863,NA,NA,NA,0.479299914917733,0.538767061366964,NA,NA,0.264,0.204,0.392953929539295,0
"FBgn0000339","cni","2L",16309594,16310736,0.4,1,1,1,0,1.02505180106999e-05,NA,0.295792134797217,0.934351228260272,0.12920879707657,0.0545485898028881,NA,NA,0.126,0.072,0.392953929539295,0
"FBgn0000250","cact","2L",16313029,16326101,0.6,1,1,1,0,1.43556419637054e-10,1,0.478179401713379,0.785132414902319,0.153689264017654,0.667872549895895,NA,NA,0.841,0.643,0.39880059970015,0
"FBgn0014092","CG4278","2L",16327071,16328131,0.7,1,1,1,0,1.11917599836757e-07,NA,NA,NA,0.530728750370384,0.564927651072594,NA,NA,0.306,0.197,0.39880059970015,0
"FBgn0001995","mRpL4","2L",16328053,16329128,0.8,1,1,1,0,0.0187601844833212,NA,NA,NA,0.220730030707139,0.65821825757862,NA,NA,0.358,0.285,0.396526772793054,0
"FBgn0000307","chif","2L",16342428,16352600,0.4,1,1,1,0,0.023772334094615,NA,NA,NA,0.464314409472194,0.462516560285757,NA,NA,0.255,0.25,0.474025974025974,0
"FBgn0028506","CG4455","2L",16352936,16354549,0.5,1,1,0,1,NA,NA,NA,NA,0.364050183825003,0.0456950845625178,NA,NA,0.184,0.355,0.3648,NA
"FBgn0028523","CG5888","2L",16400169,16448465,0.8,1,1,1,0,0.0399223501108863,NA,NA,NA,0.297338080006682,0.561548378680686,NA,NA,0.645,0.456,0.636363636363636,0
"FBgn0086037","snoRNA:Me28S-A2958","2L",16417750,16417884,0.9,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.087,0.045,0.347826086956522,NA
"FBgn0032596","CG17331","2L",16731221,16732129,0.7,1,0,1,0,0.819600327962959,NA,NA,NA,0.142030456314737,0.732659021805571,6.12375438402358e-23,0.134999210573838,0.328,0.412,0.301675977653631,NA
"FBgn0015391","glu","2L",16733617,16738372,0.9,1,0,1,0,0.383264653901823,NA,NA,NA,NA,NA,6.12375438402358e-23,0.134999210573838,0.483,0.55,0.317073170731707,NA
"FBgn0032598","ChLD3","2L",16738852,16742610,0.1,1,0,1,0,0.835884850809433,NA,NA,NA,0.351315882538965,0.703871266933249,6.12375438402358e-23,0.134999210573838,0.916,0.893,0.317073170731707,NA
"FBgn0261068","LSm7","2L",16742314,16743099,0.2,1,0,1,0,NA,NA,NA,NA,NA,NA,6.12375438402358e-23,0.134999210573838,0.721,0.672,0.312154696132597,NA
"FBgn0032601","yellow-b","2L",16754336,16758283,0.4,1,0,1,0,0.0826534397830296,NA,NA,NA,0.556092954704891,0.46136779908421,6.12375438402358e-23,0.134999210573838,0.794,0.578,0.349734042553192,NA
"FBgn0032602","CG13278","2L",16758184,16760138,0.5,1,0,1,0,0.835884850809433,NA,NA,NA,0.44823504828197,0.736716157248667,6.12375438402358e-23,0.134999210573838,0.323,0.16,0.349734042553192,NA
"FBgn0000406","Cyt-b5-r","2L",16788866,16790718,0.7,1,0,1,0,1,NA,NA,NA,0.400827276649939,0.596891810735986,6.12375438402358e-23,0.134999210573838,0.278,0.166,0.382113821138211,NA
"FBgn0032647","CG15143","2L",17520892,17524549,0.9,1,1,1,0,0.00625826005035458,NA,NA,NA,0.50805687143285,0.671383865248297,0.141704146066034,0.16540675174377,0.305,0.349,0.352739726027397,0
"FBgn0032654","CG15147","2L",17625100,17626346,0.1,1,1,0,1,0.383264653901823,NA,NA,NA,0.106297355646188,0.0381327258545618,0.141704146066034,0.16540675174377,0.449,0.349,0.352272727272727,NA
"FBgn0015609","CadN","2L",17647305,17752346,0.3,1,1,1,0,0.0399223501108863,NA,NA,NA,0.141099456634812,0.655979735500302,0.141704146066034,0.16540675174377,0.315,0.235,0.406593406593407,0
"FBgn0032656","CG5674","2L",17963338,17974870,0.3,1,1,1,0,0.0109623954878454,NA,NA,NA,0.44386025366427,0.623328170333626,0.141704146066034,0.16540675174377,0.525,0.707,0.51685393258427,0
"FBgn0243486","rdo","2L",18012407,18070249,0.3,1,1,1,0,0.0120941017538347,NA,NA,NA,NA,NA,0.288401352457752,0.415230630463374,0.133,0.295,NA,0
"FBgn0032681","CG10283","2L",18472964,18484438,0.7,1,1,1,0,0.024110349488572,NA,NA,NA,0.475587940155426,0.49916318186286,NA,NA,0.157,0.217,0.575187969924812,0
"FBgn0032683","kon","2L",18487746,18503975,0.9,1,1,1,0,0.000187542383240786,NA,NA,NA,0.485504455578773,0.712257966005637,NA,NA,0.232,0.303,0.483974358974359,0
"FBgn0032684","CG10178","2L",18509572,18513513,0.1,1,1,1,0,0.00090410709480879,NA,NA,NA,0.380968105528413,0.275678023757692,NA,NA,0.466,0.677,0.512953367875648,0
"FBgn0032685","CG10211","2L",18517493,18531782,0.2,1,1,1,0,0.0195006779618038,NA,NA,NA,0.134306989044119,0.466267637776415,NA,NA,0.481,0.512,0.557017543859649,0
"FBgn0032688","CG15160","2L",18590897,18595431,0.4,1,1,1,0,0.0231043050108354,NA,NA,NA,0.131371616350112,0.685915224300786,0.0991809751408007,0.309379156877848,0.265,0.212,0.429126213592233,0
"FBgn0032690","CG10333","2L",18606833,18609558,0.8,1,1,1,0,0.023772334094615,NA,NA,NA,0.394209075358306,0.753538356541523,0.0991809751408007,0.309379156877848,0.253,0.144,0.625,0
"FBgn0032691","Atac2","2L",18609572,18612242,0.9,1,1,1,0,0.00466470174446756,NA,NA,NA,0.648907420352758,0.650989374371204,0.0991809751408007,0.309379156877848,0.218,0.197,0.484615384615385,0
"FBgn0032694","MESR3","2L",18617257,18661787,0.2,1,1,1,0,0.00631072479293094,0.889780383584621,NA,NA,0.30445937409228,0.753538356541523,0.0991809751408007,0.309379156877848,0.438,0.438,0.487046632124352,0
"FBgn0032693","Cyp310a1","2L",18651057,18652984,0.3,1,1,1,0,0.0345226717751967,NA,0.563618363405638,0.565890820195143,0.641544614791219,0.573254076989603,0.0991809751408007,0.309379156877848,0.376,0.412,0.447976878612717,0
"FBgn0263079","CG43338","2L",18666892,18671187,0.5,1,1,1,0,0.0399223501108863,NA,NA,NA,NA,NA,0.0991809751408007,0.309379156877848,0.96,0.982,0.465454545454545,0
"FBgn0261349","Mst36Fb","2L",18673363,18675094,0.7,1,1,1,0,0.023772334094615,NA,NA,NA,NA,NA,0.0991809751408007,0.309379156877848,0.133,0.081,0.46524064171123,0
"FBgn0086909","CG31751","2L",18677203,18683717,0.9,1,1,1,0,5.06445805800373e-05,NA,NA,NA,NA,NA,0.0991809751408007,0.309379156877848,0.853,0.743,0.46524064171123,0
"FBgn0005617","msl-1","2L",18683720,18688796,0.2,1,1,1,0,0.00049195587536005,0.228680998640551,NA,NA,0.554324690663555,0.740846630875039,0.0991809751408007,0.309379156877848,0.794,0.801,0.561643835616438,0
"FBgn0032763","CG17568","2L",19179749,19181702,0.4,1,0,1,0,0.066280045463943,NA,NA,NA,0.568871683389494,0.531787963358623,0.014963336725146,0.354019088495671,0.28,0.367,0.5,NA
"FBgn0261578","CG42688","2L",19182184,19182659,0.5,1,0,1,0,NA,NA,NA,NA,NA,NA,0.014963336725146,0.354019088495671,0.895,0.869,0.5,NA
"FBgn0040994","CG17567","2L",19183091,19183613,0.6,1,0,1,0,NA,NA,NA,NA,0.180663698321946,0.120656479761263,0.014963336725146,0.354019088495671,0.894,0.934,0.5,NA
"FBgn0010097","gammaTub37C","2L",19183970,19185724,0.7,1,0,1,0,0.835884850809433,NA,NA,NA,0.465006020830841,0.389134814257056,0.014963336725146,0.354019088495671,0.296,0.407,0.5,NA
"FBgn0015380","drl","2L",19190346,19208615,0.9,1,0,1,0,0.162693473404748,NA,0.0602227111909104,0.805191237670193,0.575220548800074,0.43615288744176,0.014963336725146,0.354019088495671,0.497,0.531,0.477678571428571,NA
"FBgn0051797","CG31797","2L",19259527,19262893,0.1,1,0,1,0,0.841324328220631,NA,NA,NA,0.421542666442991,0.289997818099601,0.014963336725146,0.354019088495671,0.583,0.604,0.506756756756757,NA
"FBgn0032769","CG10750","2L",19300306,19301600,0.3,1,0,1,0,NA,NA,NA,NA,0.649486649232611,0.442264653519874,0.014963336725146,0.354019088495671,0.827,0.882,0.349206349206349,NA
"FBgn0032770","CG13086","2L",19364394,19365397,0.5,1,0,1,0,NA,NA,NA,NA,0.335347871246993,0.66719781671399,0.014963336725146,0.354019088495671,0.654,0.649,0.403448275862069,NA
"FBgn0032771","CG17349","2L",19370478,19372712,0.6,1,0,1,0,NA,NA,NA,NA,0.0675763272149901,0.676279131932092,0.014963336725146,0.354019088495671,0.469,0.583,0.447900466562986,NA
"FBgn0032772","CG17350","2L",19380930,19383271,0.7,1,0,1,0,0.573216705281624,NA,NA,NA,0.32269193035086,0.644581592085501,0.014963336725146,0.354019088495671,0.198,0.176,0.503875968992248,NA
"FBgn0032773","fon","2L",19383387,19386202,0.8,1,0,1,0,0.835884850809433,NA,NA,NA,0.648720365138318,0.607573136644682,0.014963336725146,0.354019088495671,0.146,0.32,0.514044943820225,NA
"FBgn0032774","CG17549","2L",19387050,19390070,0.9,1,0,1,0,NA,NA,NA,NA,0.164277525005538,0.641841479208752,0.014963336725146,0.354019088495671,0.211,0.182,0.504672897196262,NA
"FBgn0051798","CG31798","2L",19394160,19396190,0.2,1,0,1,0,1,NA,NA,NA,NA,NA,0.014963336725146,0.354019088495671,0.646,0.881,0.472693032015066,NA
"FBgn0065096","snmRNA:359","2L",19403535,19403568,0.4,1,0,1,0,NA,NA,NA,NA,NA,NA,0.014963336725146,0.354019088495671,0.218,0.44,0.446666666666667,NA
"FBgn0016675","Lectin-galC1","2L",19417447,19418274,0.5,1,0,1,0,NA,NA,NA,NA,0.490720812378592,0.538086184326499,0.014963336725146,0.354019088495671,0.148,0.093,0.491525423728814,NA
"FBgn0053532","lectin-37Da","2L",19418317,19419029,0.6,1,0,1,0,NA,NA,NA,NA,0.336662382371696,0.578544092008625,0.014963336725146,0.354019088495671,0.112,0.092,0.491525423728814,NA
"FBgn0053533","lectin-37Db","2L",19419075,19419767,0.7,1,0,1,0,NA,NA,NA,NA,NA,NA,0.014963336725146,0.354019088495671,0.133,0.107,0.491525423728814,NA
"FBgn0032821","CdGAPr","2L",19775110,19791900,0.7,1,1,1,0,0.0399223501108863,NA,NA,NA,0.431775890832641,0.625242340042756,0.0805206546706284,0.389597192649651,0.42,0.314,0.465189873417722,0
"FBgn0032822","CG10466","2L",19792190,19792846,0.8,1,1,1,0,0.0442046879140297,NA,NA,NA,NA,NA,0.0805206546706284,0.389597192649651,0.102,0.416,0.449090909090909,0
"FBgn0260966","sick","2L",19796365,19957767,0.1,1,1,1,0,0.000387236273670495,1,NA,NA,NA,NA,0.0805206546706284,0.328980145379285,0.556,0.601,0.553779069767442,0
"FBgn0043022","snRNA:U5:38ABa","2L",19811948,19812074,0.3,1,0,0,0,NA,NA,NA,NA,NA,NA,0.0805206546706284,0.389597192649651,0.138,0.041,0.469860896445131,NA
"FBgn0014127","barr","2L",20058163,20060975,0.8,1,1,1,0,0.000930382378337505,NA,NA,NA,0.117602675008899,0.753538356541523,0.148150140336314,0.328980145379285,0.246,0.508,0.551440329218107,0
"FBgn0045064","bwa","2L",20066370,20073725,0.2,1,1,1,0,0.00868196123492659,NA,NA,NA,0.600111367236532,0.286114725644928,0.148150140336314,0.328980145379285,0.906,0.889,0.505050505050505,0
"FBgn0032843","CG10730","2L",20070077,20072209,0.3,1,1,1,0,1.68895317154877e-06,NA,NA,NA,0.547425421639113,0.639552582345626,0.148150140336314,0.328980145379285,0.978,0.995,0.505050505050505,0
"FBgn0020303","fok","2L",20081606,20085064,0.7,1,1,1,0,0.00844956878052121,NA,NA,NA,0.268005781838776,0.689320343314308,NA,NA,0.685,0.802,0.625,0
"FBgn0032846","CG10721","2L",20091661,20093152,0.9,1,1,1,0,7.38277029742705e-06,NA,NA,NA,0.631645541464837,0.647776989001108,NA,NA,0.369,0.299,0.498054474708171,0
"FBgn0032848","nesd","2L",20093964,20096253,0.2,1,1,1,0,5.98817643327374e-05,NA,NA,NA,0.464011075299529,0.631701326612363,NA,NA,0.791,0.884,0.475694444444444,0
"FBgn0032880","CG9318","2L",20730645,20734310,0.9,1,1,1,0,4.00046445352398e-07,NA,NA,NA,0.314295727096099,0.168835985854147,NA,NA,0.922,0.924,0.476190476190476,0
"FBgn0262743","Fs(2)Ket","2L",20734710,20750941,0.1,1,1,1,0,0.0045639944880997,NA,NA,NA,NA,NA,NA,NA,0.198,0.902,0.65,0
"FBgn0032882","ns4","2L",20752400,20754657,0.3,1,1,1,0,0.0271648435228508,NA,NA,NA,0.509953322398548,0.593943894047281,NA,NA,0.396,0.702,0.65,0
"FBgn0011202","dia","2L",20758147,20767536,0.5,1,1,1,0,4.76958839426936e-08,NA,NA,NA,0.365297255856755,0.686191853060889,NA,NA,0.199,0.101,0.428571428571429,0
"FBgn0032884","Pomp","2L",20787649,20789100,0.7,1,1,1,0,1.24912969301399e-05,0.335193241797783,NA,NA,0.299135304579706,0.741420907023888,0.316801630246217,0.377324242856973,0.067,0.241,0.484924623115578,0
"FBgn0032886","CG9328","2L",20797717,20814030,0.9,1,1,0,1,0.0588494202941884,0.0155679029055571,NA,NA,0.416464619455731,0.703538877598358,0.316801630246217,0.377324242856973,0.291,0.53,0.512931034482759,NA
"FBgn0032889","CG9331","2L",20824436,20827724,0.5,1,1,0,1,0.102373114495024,0.013885709156369,NA,NA,0.345118215071504,0.190093728968525,0.316801630246217,0.377324242856973,0.301,0.286,0.408450704225352,NA
"FBgn0023388","Dap160","2L",21133941,21142353,0.5,1,1,1,0,0.00454360192926405,NA,NA,NA,0.343671764873992,0.679061431419432,0.0654112394740882,0.0953818115167216,0.219,0.243,0.478260869565217,0
"FBgn0032919","CG9253","2L",21143227,21145147,0.6,1,1,1,0,1.42912955228873e-23,NA,NA,NA,0.474823640799279,0.426605753707361,0.0654112394740882,0.0953818115167216,0.122,0.145,0.44047619047619,0
"FBgn0024371","E2f2","2L",21154293,21156245,0.9,1,1,1,0,5.17972199910275e-06,NA,NA,NA,0.328902424771875,0.722599687448497,0.0654112394740882,0.0953818115167216,0.206,0.264,0.535211267605634,0
"FBgn0032921","Mpp6","2L",21156874,21157685,0.1,1,1,1,0,0.00170311491786694,NA,NA,NA,0.240247878007753,0.569669933458147,0.0654112394740882,0.0953818115167216,0.864,0.958,0.409090909090909,0
"FBgn0032922","CG9249","2L",21157433,21158588,0.2,1,1,1,0,6.44395387945957e-08,NA,NA,NA,0.340029884420705,0.333790138101887,0.0654112394740882,0.0953818115167216,0.792,0.938,0.409090909090909,0
"FBgn0032923","CG9248","2L",21158878,21160783,0.3,1,1,1,0,0.0446634261291305,NA,NA,NA,0.33799116263139,0.14514028264216,0.0654112394740882,0.0953818115167216,0.823,0.976,0.409090909090909,0
"FBgn0032925","CG9246","2L",21163611,21166090,0.5,1,1,1,0,0.000537966993078854,NA,NA,NA,0.525840995182371,0.359475454900689,0.0654112394740882,0.0953818115167216,0.519,0.785,NA,0
"FBgn0263051","CG43346","2L",21166046,21168344,0.7,1,1,1,0,0.030185824742749,NA,NA,NA,NA,NA,0.0654112394740882,0.0953818115167216,0.615,0.947,NA,0
"FBgn0010100","Acon","2L",21168616,21173017,0.8,1,1,1,0,2.97126488084274e-07,NA,NA,NA,0.129358511948917,0.259152443937256,0.0654112394740882,0.0953818115167216,0.286,0.417,NA,0
"FBgn0000239","bur","2L",21174383,21179697,0.1,1,1,1,0,0.000319193019879072,NA,NA,NA,0.363715976442036,0.278050591177678,0.0654112394740882,0.0953818115167216,0.185,0.279,NA,0
"FBgn0032929","Mcm10","2L",21179941,21182812,0.3,1,1,1,0,0.00868196123492659,NA,NA,NA,0.383353273362672,0.530462491443739,0.0654112394740882,0.0953818115167216,0.255,0.299,0.4,0
"FBgn0032935","CG8678","2L",21212693,21220567,0.8,1,1,1,0,0.023772334094615,NA,0.686659744892681,0.270157197649544,0.548901406229532,0.657824342753683,0.0654112394740882,0.0953818115167216,0.38,0.363,0.52,0
"FBgn0032934","CG8679","2L",21216004,21218527,0.1,1,1,1,0,0.0399223501108863,NA,NA,NA,0.457979157758107,0.515954184720487,0.0654112394740882,0.0953818115167216,0.626,0.764,0.434782608695652,0
"FBgn0026577","CG8677","2L",21221336,21234035,0.2,1,1,1,0,0.000305658715294191,NA,NA,NA,NA,NA,0.0654112394740882,0.0953818115167216,0.286,0.564,0.592592592592593,0
"FBgn0261239","Hr39","2L",21237237,21259675,0.4,1,1,1,0,0.0321743280683983,NA,NA,NA,NA,NA,0.0654112394740882,0.0953818115167216,0.613,0.774,0.633333333333333,0
"FBgn0021856","l(2)k14505","2L",21261159,21262287,0.5,1,1,1,0,0.0275019562722477,NA,NA,NA,0.456992945076587,0.707110501474143,0.0993987326644102,0.449143873436442,0.977,0.989,0.450704225352113,0
"FBgn0032940","Mio","2L",21286078,21310032,0.9,1,1,1,0,0.0398018708914637,NA,NA,NA,0.196072872856035,0.240141713568877,0.0993987326644102,0.318126232806884,0.14,0.183,0.502958579881657,0
"FBgn0000370","crc","2L",21310854,21319536,0.2,1,1,1,0,1.12732546018265e-14,NA,0.381714919555478,0.24046893230166,0.111934057353447,0.199029839207593,0.101935991380171,0.318126232806884,0.626,0.62,0.472222222222222,0
"FBgn0023416","Ac3","2L",21632599,21647967,0.3,1,0,0,0,0.162693473404748,NA,NA,NA,0.455594638343167,0.708791826555039,0.101935991380171,0.318126232806884,0.459,0.837,0.777777777777778,NA
"FBgn0032956","Cul-2","2L",21658752,21663218,0.5,1,1,1,0,8.07352269620343e-06,NA,NA,NA,0.163919914161058,0.543321262163745,0.101935991380171,0.318126232806884,0.789,0.879,0.373333333333333,0
"FBgn0003866","tsh","2L",21828595,21837013,0.5,1,1,1,0,0.102373114495024,NA,0.0174569321391519,0.093763797629865,0.441396529221357,0.230392019886197,0.426901114926317,0.158725002007039,0.757,0.638,0.518181818181818,0
"FBgn0032967","CG1428","2L",21906289,21908332,0.8,1,0,0,0,NA,NA,NA,NA,0.422995804871535,0.643775233763616,0.426901114926317,0.158725002007039,0.085,0.022,0.477508650519031,NA
"FBgn0051693","CG31693","2L",22015231,22017334,0.3,1,0,0,0,0.573216705281624,NA,NA,NA,NA,NA,0.426901114926317,0.158725002007039,0.291,0.313,0.724299065420561,NA
"FBgn0053987","CR33987","2L",22019316,22020254,0.4,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.255,0.214,0.70479704797048,NA
"FBgn0028979","tio","2L",22020035,22024313,0.5,1,0,0,0,0.383264653901823,NA,NA,NA,0.351370328665164,0.512934763853469,NA,NA,0.227,0.222,0.725075528700906,NA
"FBgn0084001","CG41434","2L",22038032,22038970,0.6,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.406,0.409,0.720554272517321,NA
"FBgn0051601","CG31601","2L",22040727,22043787,0.7,1,0,0,0,0.436098206679525,NA,NA,NA,NA,NA,NA,NA,0.34,0.23,0.737127371273713,NA
"FBgn0085202","CG34173","2L",22053883,22054245,0.8,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.172,0.593,0.713936430317848,NA
"FBgn0262885","CR43240","2L",22131026,22131127,0.1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.233,0.293,0.72156862745098,NA
"FBgn0262886","CR43241","2L",22131221,22132435,0.2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.306,0.292,0.726495726495726,NA
"FBgn0032981","CG3635","2L",22175415,22183991,0.6,1,0,0,0,NA,NA,NA,NA,0.452225753472581,0.517208806493389,NA,NA,0.771,0.641,0.813084112149533,NA
"FBgn0259683","Ir40a","2L",22189526,22214265,0.7,1,0,0,0,0.776135474439363,NA,NA,NA,NA,NA,NA,NA,0.323,0.221,0.778443113772455,NA
"FBgn0032987","RpL21","2L",22247111,22247833,0.1,1,1,1,0,1.59707336653371e-05,NA,NA,NA,0.438412214752604,0.587813264236421,NA,NA,0.314,0.472,0.664634146341463,0
"FBgn0032988","Tif-IA","2L",22249878,22258260,0.2,1,1,1,0,0.0122310125080879,NA,NA,NA,0.318723686879578,0.435374324218632,NA,NA,0.261,0.558,0.680203045685279,0
"FBgn0040011","CG17494","2L",22471796,22478851,0.9,1,0,0,0,0.0810925561183436,NA,NA,NA,NA,NA,NA,NA,0.389,0.354,0.851851851851852,NA
"FBgn0058006","CG40006","2L",22515149,22649081,0.1,1,0,0,0,0.183325372468187,NA,NA,NA,NA,NA,NA,NA,0.07,0.301,0.75438596491228,NA
"FBgn0262947","CG43266","2L",22735486,22736254,0.3,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.78,0.668,0.766666666666667,NA
