FBgn0038206,twf,3R,9948380,9950196
FBgn0010340,140up,3R,9950148,9951266
FBgn0020510,Abi,3R,9944984,9948142
FBgn0031424,VGlut,2L,2400295,2410662
FBgn0051998,CG31998,4,217301,226564
FBgn0031426,CG18641,2L,2410884,2415294
FBgn0031453,CG9894,2L,2752799,2757703
FBgn0002522,lab,3R,2487149,2504312
FBgn0086910,l(3)neo38,3R,7590760,7604886
FBgn0053978,CG33978,4,178201,196265
FBgn0029959,Rab39,X,7628958,7630789
FBgn0086856,CG11555,2L,273918,274766
FBgn0086912,mbm,2L,271912,273710
FBgn0040524,CG11052,3R,3833971,3835019
FBgn0051774,fred,2L,3903275,3991713
FBgn0031238,CG3645,2L,252589,271762
FBgn0051773,CG31773,2L,3911796,3914288
FBgn0037448,CG15186,3R,2304052,2320747
FBgn0051901,Mur29B,2L,8352190,8355172
FBgn0031008,CG8010,X,19160689,19162926
FBgn0032026,CG7627,2L,8355678,8362447
FBgn0032248,CG5343,2L,10429920,10430980
FBgn0029958,Pdp,X,7625809,7628730
FBgn0022268,KdelR,2L,10426867,10428632
FBgn0000287,salr,2L,11358873,11373637
FBgn0025837,CG17636,X,20757,23268
FBgn0029535,CG14635,X,738856,739330
FBgn0040334,Tsp3A,X,2511791,2513771
FBgn0015553,tos,2L,18679631,18682155
FBgn0031239,CG17075,2L,260379,267505
FBgn0086681,Mst36Fa,2L,18675183,18676998
FBgn0028427,Ilk,3L,21209994,21212340
FBgn0027934,alpha-Est4aPsi,3R,3352091,3353790
FBgn0037061,CG12975,3L,21209095,21209924
FBgn0065032,Arpc3B,X,16998604,16999885
FBgn0031032,CG14204,X,19477675,19480623
FBgn0031037,CG14207,X,19499191,19505306
FBgn0031233,CG11490,2L,207389,210506
FBgn0031036,CG14220,X,19493836,19495883
FBgn0029849,Efr,X,6113957,6116752
FBgn0038751,CG4770,3R,15744254,15746306
FBgn0262730,CG14446,X,6119680,6127199
FBgn0086902,kis,2L,210735,250823
FBgn0262350,bru-3,3L,13516668,13659849
FBgn0031109,Obp19a,X,20286772,20287548
FBgn0040651,CG15458,X,20284679,20285226
FBgn0003885,alphaTub84D,3R,3356478,3358454
FBgn0004607,zfh2,4,522442,560981
FBgn0261393,alpha-Est5,3R,3359218,3362247
FBgn0031128,hydra,X,20541859,20548090
FBgn0262516,trpml,3L,19707518,19711450
FBgn0032338,CG16854,2L,11086721,11090680
FBgn0039970,CG17508,2R,1496129,1499091
FBgn0039969,Fis1,2R,1491092,1492333
FBgn0023535,arg,X,403451,422061
FBgn0260400,elav,X,406496,417259
FBgn0034974,CG16786,2R,19969255,19973679
FBgn0086129,snama,2R,19974129,19979537
FBgn0262971,CR43282,3R,15746319,15747387
FBgn0086448,Gpi1,X,16253316,16255308
FBgn0005411,U2af50,X,16250729,16253072
FBgn0040321,GNBP3,3L,8948121,8949651
FBgn0015574,alpha-Est6,3R,3350289,3354499
FBgn0263113,CG43370,2R,13426827,13431858
FBgn0038750,CG4465,3R,15741590,15743561
FBgn0023216,Parg,X,3562870,3565535
FBgn0034326,CG18540,2R,14186822,14187577
FBgn0030271,CG15202,X,11036574,11037788
FBgn0030272,CG15201,X,11038153,11038842
FBgn0030274,CG1908,X,11043482,11047081
FBgn0032721,CG10602,2L,18855126,18859212
FBgn0261277,rtv,X,11046511,11047812
FBgn0020255,ran,X,11038909,11042622
FBgn0030270,CG15199,X,11034507,11035868
FBgn0052667,CG32667,X,11033795,11034296
FBgn0260771,CG42569,X,9137811,9139958
FBgn0029679,CG2901,X,3722269,3725579
FBgn0051268,CG31268,3R,12857539,12859237
FBgn0010269,Dsor1,X,9141375,9144070
FBgn0052249,CG32249,3L,4470001,4471012
FBgn0263114,CG43371,2R,12921589,12922017
FBgn0030027,CG1632,X,8146705,8166495
FBgn0005427,ewg,X,162542,173667
FBgn0031023,CG14200,X,19389538,19412321
FBgn0040890,ksh,X,19388453,19389011
FBgn0031022,CG12204,X,19387325,19388434
FBgn0054038,CG34038,2R,21055182,21057378
FBgn0010612,l(2)06225,2L,10975552,10976422
FBgn0004462,Pk17E,X,18682499,18700090
FBgn0030960,CG7053,X,18685701,18687550
FBgn0030891,dik,X,17979791,17982451
FBgn0030028,Corp,X,8163930,8165437
FBgn0030893,RhoGAP16F,X,17987194,17991446
FBgn0051086,CG31086,3R,22010973,22012486
FBgn0032720,mRpL13,2L,18858028,18859246
FBgn0017566,ND75,X,8142684,8145742
FBgn0030894,CG7192,X,17991591,17995356
FBgn0051755,CG31755,2L,9996932,10002736
FBgn0030892,CG7206,X,17982758,17984542
FBgn0022246,Rpp30,2L,251163,252366
FBgn0038140,CG8784,3R,9165685,9170828
FBgn0038365,CG9593,3R,11627997,11629375
FBgn0030345,CG1847,X,11763221,11765201
FBgn0260993,para,X,16352900,16421447
FBgn0083965,CG34129,3R,22015956,22016927
FBgn0085223,CG34194,2R,13431938,13432550
FBgn0028382,cyp33,2R,13432725,13433905
FBgn0040339,MED22,X,822171,822893
FBgn0040346,CG3704,X,833203,834834
FBgn0040345,CG3708,X,822831,824131
FBgn0259149,CG42264,X,5667056,5670680
FBgn0040390,CG14047,X,2261154,2269805
FBgn0003159,ptr,X,2238980,2260323
FBgn0000221,brn,X,3998377,3999824
FBgn0030349,CG10353,X,11771770,11781192
FBgn0029693,CG6379,X,3991951,3995068
FBgn0052174,CG32174,3L,17422036,17426721
FBgn0262976,lawc,X,8302041,8305757
FBgn0042641,frc,3L,17422036,17426288
FBgn0053052,CG33052,3L,17420405,17421931
FBgn0030035,CG11190,X,8298568,8301319
FBgn0029791,CG4096,X,5592590,5602666
FBgn0051999,CG31999,4,235635,246581
FBgn0033357,Tom7,2R,4839193,4839685
FBgn0053199,CG33199,2R,4835186,4838609
FBgn0023545,CG4406,X,1901944,1903376
FBgn0000108,Appl,X,424503,473077
FBgn0038760,MED25,3R,15834718,15837434
FBgn0034364,CG5493,2R,14504197,14506832
FBgn0044817,Ste12DOR,X,13894243,13894924
FBgn0051953,CR31953,2L,3162515,3163147
FBgn0031760,Tsp26A,2L,6000205,6003741
FBgn0000120,Arr1,2L,18078269,18081187
FBgn0263108,BtbVII,3L,3148650,3158408
FBgn0263109,CG43366,2R,1781429,1818868
FBgn0025390,Mur2B,X,1417587,1512188
FBgn0035401,CG1291,3L,3143810,3145284
FBgn0035404,CG12079,3L,3158485,3159573
FBgn0263110,CG43367,3L,4193993,4224003
FBgn0034636,CG10440,2R,17447751,17463540
FBgn0263112,Mitf,4,1219484,1228244
FBgn0037536,CG2698,3R,3827284,3831755
FBgn0034514,CG13427,2R,16426382,16426819
FBgn0263410,CR43456,3R,21327549,21328299
FBgn0041195,Pkd2,2L,12398300,12402023
FBgn0039161,CG13606,3R,19998353,20009752
FBgn0037130,Syn1,3L,21738459,21763634
FBgn0263399,CG43445,3R,13737098,13737767
FBgn0263400,CG43446,3R,16812226,16813658
FBgn0263614,CR43623,2R,6648283,6649173
FBgn0037236,CG9772,3R,160601,165287
FBgn0086533,snoRNA:Me18S-C419,3LHet,2398490,2398559
FBgn0263201,scaRNA:46E3,2R,5968293,5968429
FBgn0261455,scaRNA:mgU5-38,3R,17862065,17862165
FBgn0263461,snoRNA:CG32479-a,3L,891250,891475
FBgn0263463,snoRNA:gcl-a,2R,4612410,4612570
FBgn0263465,snoRNA:kis-a,2L,232166,232253
FBgn0263468,snoRNA:SC35-a,2L,12432798,12432950
FBgn0263472,snoRNA:2R:9445205,2R,9445205,9445355
FBgn0263496,CR43485,3L,3693750,3694227
FBgn0263475,snoRNA:CG16892-a,X,9168747,9168895
FBgn0263476,snoRNA:CG32479-b,3L,890270,890490
FBgn0037402,Vha14-2,3R,1948314,1950127
FBgn0263482,snoRNA:lola-c,2R,6424455,6424625
FBgn0263488,unsRNA:CG10576-a,3L,5757961,5758146
FBgn0001226,Hsp27,3L,9377165,9378382
FBgn0031060,CG14231,X,19593853,19595787
FBgn0263401,CG43447,3R,23266034,23266567
FBgn0263489,unsRNA:d-a,2L,8485725,8485925
FBgn0016061,side,3R,23201323,23263204
FBgn0263402,CG43448,3R,26062816,26063456
FBgn0263403,CG43449,3R,6914142,6915078
FBgn0031062,CG14230,X,19598193,19600450
FBgn0031061,CG14232,X,19596021,19598292
FBgn0263405,CR43451,3R,15114079,15115018
FBgn0263406,CR43452,3R,16503905,16504801
FBgn0263407,CR43453,3R,17291423,17292214
FBgn0263408,CR43454,3R,18822176,18823507
FBgn0263409,CR43455,3R,20265589,20266191
FBgn0263404,CG43450,3R,8021016,8021296
FBgn0263411,CR43457,3R,21328507,21328943
FBgn0263111,cac,X,11825982,11879120
FBgn0038820,CG4000,3R,16501946,16503074
FBgn0039031,CG17244,3R,18802992,18803624
FBgn0030174,CG15312,X,9949662,9964899
FBgn0263493,CR43482,3L,9379212,9379563
FBgn0263455,CR43478,3R,807987,809626
FBgn0037995,CG3809,3R,8023663,8025195
FBgn0263412,CR43458,3R,26958052,26958772
FBgn0263450,CR43473,3R,1223425,1225232
FBgn0263413,CR43459,3R,5919484,5925937
FBgn0263414,CR43460,3R,9797455,9800397
FBgn0263415,CR43461,X,6626750,6629950
FBgn0013995,Calx,3R,16803907,16841335
FBgn0001624,dlg1,X,11263670,11303320
FBgn0050420,Atf-2,2R,20757590,20768744
FBgn0263615,CR43624,3L,11891705,11893531
FBgn0032169,CG4709,2L,9954449,9956176
FBgn0035073,CG16896,2R,20758930,20762420
FBgn0032172,CG5850,2L,9959248,9963767
FBgn0000308,chic,2L,5972115,5981025
FBgn0036716,CG13728,3L,17373126,17375785
FBgn0036715,Cad74A,3L,17360853,17372630
FBgn0000242,Bx,X,18428698,18465759
FBgn0026207,mbo,3R,8502209,8504766
FBgn0263416,CG43462,3R,4190050,4303315
FBgn0035400,CG11537,3L,3128034,3143454
FBgn0031187,CG14619,X,21857641,21870311
FBgn0022343,CG3760,2R,20825784,20827292
FBgn0052626,CG32626,X,13724774,13739894
FBgn0038300,CG4203,3R,11034916,11037069
FBgn0038302,CG4210,3R,11039696,11040567
FBgn0038303,SIDL,3R,11040484,11044596
FBgn0037627,CG13318,3R,4596968,4598408
FBgn0030086,CG7033,X,8983546,8986859
FBgn0030088,CG7039,X,9001070,9002387
FBgn0030087,CG7766,X,8987645,8997756
FBgn0004856,Bx42,X,8998351,9000635
FBgn0027529,CG8920,2R,16206712,16213478
FBgn0030089,AP-1gamma,X,9002726,9011777
FBgn0263494,CR43483,3L,9378746,9379212
FBgn0004895,fd64A,3L,4018878,4021260
FBgn0263495,CR43484,3L,3688786,3689409
FBgn0037220,CG14641,3R,56501,58054
FBgn0023550,CG18031,X,2095853,2097861
FBgn0050267,CR30267,2R,18643670,18646500
FBgn0263449,CR43472,3R,11994070,11994876
FBgn0263452,CR43475,3R,18454519,18455021
FBgn0263451,CR43474,3R,18455297,18456393
FBgn0263453,CR43476,3R,23192502,23195587
FBgn0263454,CR43477,3R,8051046,8051971
FBgn0040554,CR17025,3R,9281233,9291828
FBgn0031883,CG11266,2L,7032713,7037916
FBgn0015791,Rab14,2L,14355147,14358764
FBgn0263440,CR43463,2L,14359285,14361303
FBgn0263441,CR43464,2L,2000058,2003935
FBgn0263442,CR43465,2L,5969859,5971022
FBgn0263443,CR43466,2R,20768653,20769340
FBgn0263444,CR43467,2R,6026767,6029579
FBgn0263448,CR43471,3R,11056558,11057225
FBgn0263456,nwk,3L,9130978,9138793
FBgn0031882,Rab30,2L,7030493,7032603
FBgn0015546,spel1,2L,14362068,14365699
FBgn0031757,Ucp4C,2L,5968566,5969761
FBgn0263621,CG43630,3R,8501732,8501982
FBgn0263616,CR43625,3L,15430301,15430813
FBgn0263446,CR43469,2R,8760261,8762592
FBgn0263445,CR43468,2R,8762671,8764785
FBgn0013305,Nmda1,2R,8764599,8767697
FBgn0263617,CR43626,3L,3249373,3251468
FBgn0025692,CG3814,2R,8762669,8764471
FBgn0033778,CG3790,2R,8760292,8762517
FBgn0263447,CR43470,3L,7243740,7245698
FBgn0035755,CG14830,3L,7243818,7257017
FBgn0004087,Dhfr,3R,12306921,12307601
FBgn0031294,IA-2,2L,1011421,1048053
FBgn0026255,clumsy,2L,21206520,21211820
FBgn0039783,PH4alphaNE2,3R,26335805,26337936
FBgn0015521,RpS21,2L,2856070,2857041
FBgn0043025,Msi,3L,17748036,17757241
FBgn0261503,CG42651,3R,2636002,2638311
FBgn0085370,Pde11,2L,18532728,18571648
FBgn0085732,CR40190,2RHet,338744,339377
FBgn0031417,CG3597,2L,2370152,2371524
FBgn0030347,CG15739,X,11767352,11769378
FBgn0001258,ImpL3,3L,6252592,6255793
FBgn0085397,Fili,2R,17759537,17833769
FBgn0085403,Rapgap1,2L,7497805,7576604
FBgn0036318,CG11009,3L,12843260,12846270
FBgn0083946,lobo,3R,20995286,21019498
FBgn0035697,CG10163,3L,6250523,6251860
FBgn0036329,CG11262,3L,12988235,12990518
FBgn0038090,CG10909,3R,8735842,8737014
FBgn0085421,Epac,2R,2649417,2684421
FBgn0085428,Nox,2R,12197072,12203725
FBgn0085443,spri,X,10384098,10479056
FBgn0037166,CG11426,3L,22463658,22466609
FBgn0035632,Ppat-Dpck,3L,5760117,5761894
FBgn0050290,Ppcdc,2R,17579095,17580269
FBgn0032631,CG15140,2L,17286294,17287459
FBgn0260862,Vti1,3L,691486,692915
FBgn0032632,CG6380,2L,17291134,17292202
FBgn0039993,CG17691,U,1178801,1184774
FBgn0052483,CG32483,3L,688523,690081
FBgn0039987,CR12798,3RHet,412765,412948
FBgn0052945,CG32945,3R,403661,404366
FBgn0026751,XRCC1,X,5223944,5226468
FBgn0051145,CG31145,3R,19431473,19495378
FBgn0029756,CG3309,X,5220708,5223383
FBgn0037608,mRpL19,3R,4499839,4500918
FBgn0259697,nvd,3L,24317967,24394755
FBgn0037469,Dpck,3R,2907911,2908973
FBgn0039469,TwdlC,3R,22820558,22822164
FBgn0038343,CG14871,3R,11310452,11311118
FBgn0033371,CG11778,2R,4969942,4973222
FBgn0030034,CG10555,X,8292973,8297975
FBgn0035857,CG8006,3L,8204990,8206722
FBgn0029128,tyn,X,72457,96056
FBgn0033467,CG15863,2R,5846624,5848459
FBgn0039704,neo,3R,25644834,25651522
FBgn0028371,jbug,2R,18604826,18624550
FBgn0029137,Patsas,2L,12100765,12103285
FBgn0028974,xmas-2,X,17048143,17053339
FBgn0036985,zye,3L,20410332,20417322
FBgn0030001,cyr,X,8015309,8029746
FBgn0039851,mey,3R,27324961,27332716
FBgn0016080,xmas-1,X,17045264,17048625
FBgn0004430,LysS,3L,1227747,1228238
FBgn0042174,CR18854,2L,9787279,9790745
FBgn0052279,dro2,3L,3314349,3314682
FBgn0262962,CG43273,3R,20656023,20656695
FBgn0262115,CG17683,2R,18442,20468
FBgn0262964,CR43275,2R,11261395,11262226
FBgn0262965,CR43276,2R,11260745,11261255
FBgn0034152,Acp53C14a,2R,12635565,12636077
FBgn0085570,CR41243,2RHet,2128429,2129740
FBgn0052644,Mur11Da,X,12861942,12863979
FBgn0262872,milt,2L,7037998,7056010
FBgn0031388,CG12674,2L,2079977,2081286
FBgn0036290,CG10638,3L,12491504,12494411
FBgn0034570,CG10543,2R,16883790,16894146
FBgn0031644,CG15625,2L,4889995,4891378
FBgn0052283,dro3,3L,3314996,3315356
FBgn0052282,dro4,3L,3315637,3315945
FBgn0011288,Snap25,3L,24067329,24292305
FBgn0259744,CG42377,3L,277437,290334
FBgn0261269,conv,2R,10158306,10162377
FBgn0027569,cert,3L,8275621,8282957
FBgn0033153,Gadd45,2R,3136668,3138160
FBgn0262116,CG40127,2R,74991,75661
FBgn0030798,CG13003,X,16738840,16751894
FBgn0262787,CG43168,3L,6268800,6270000
FBgn0262789,CR43170,3LHet,2277400,2277931
FBgn0053516,dpr3,2L,2058859,2109878
FBgn0030348,CG10352,X,11769339,11770989
FBgn0259845,Su(Ste):CR42414,U,6753839,6755686
FBgn0035088,CG3776,2R,20857296,20858383
FBgn0260963,mwh,3L,1208425,1232701
FBgn0039025,CG7023,3R,18576614,18602096
FBgn0026602,Ady43A,2R,3130529,3133263
FBgn0021768,nudC,3L,16798094,16812632
FBgn0014396,tim,2L,3493986,3507754
FBgn0039061,Ir,3R,18999595,19011364
FBgn0033062,Ars2,2R,1968333,1973125
FBgn0261673,nemy,2R,8547002,8557722
FBgn0004919,gol,2R,20960150,20971843
FBgn0016076,vri,2L,5299647,5310996
FBgn0035136,CG6905,3L,357851,361383
FBgn0261565,Lmpt,3L,16858400,16915587
FBgn0024941,RSG7,X,16732304,16738399
FBgn0261286,Mat89Ba,3R,12094051,12098145
FBgn0034807,CG9897,2R,18872946,18873851
FBgn0015569,alpha-Est10,3R,3312305,3319636
FBgn0262782,Mdh1,2L,10393847,10396299
FBgn0052846,CG32846,3L,2950174,2951618
FBgn0037263,slx1,3R,467696,470358
FBgn0031398,CG10880,2L,2214972,2216304
FBgn0036337,CG11255,3L,13013082,13015844
FBgn0260441,RpS12,3L,13016456,13017862
FBgn0033354,FANCI,2R,4822078,4827299
FBgn0085391,CG34362,3R,23852334,23911484
FBgn0034412,abba,2R,14874846,14896469
FBgn0261993,CG42811,3R,20192249,20192942
FBgn0263050,CG43345,2L,21166046,21168344
FBgn0263051,CG43346,2L,21166046,21168344
FBgn0086655,jing,2R,2389764,2506901
FBgn0261287,ymp,3R,21417222,21434849
FBgn0036146,CG14141,3L,11194406,11195258
FBgn0001254,ImpE2,3L,3510974,3512677
FBgn0033955,CG12866,2R,10555896,10559180
FBgn0033353,CG13749,2R,4820928,4821950
FBgn0052833,CG32833,2R,18871796,18872837
FBgn0053003,CG33003,2L,4400953,4403091
FBgn0035434,dro5,3L,3316809,3317144
FBgn0020509,Acp62F,3L,2739750,2740228
FBgn0032035,CG13393,2L,8383612,8384132
FBgn0263618,CR43627,3L,4929295,4931138
FBgn0035196,CG9129,3L,1250696,1251778
FBgn0260767,CG42565,2R,18547988,18548894
FBgn0260768,CG42566,2R,18549439,18550746
FBgn0010282,TfIIFalpha,3R,2206181,2208326
FBgn0052834,CG32834,2R,18870128,18871798
FBgn0034964,IntS1,2R,19925507,19931981
FBgn0030858,IntS2,X,17546801,17550851
FBgn0052506,CG32506,X,20320371,20337247
FBgn0034897,Sesn,2R,19601425,19620706
FBgn0037850,CG14695,3R,6703926,6705041
FBgn0061200,Nup153,X,16493356,16504492
FBgn0036603,CG13062,3L,16307385,16308249
FBgn0024191,sip1,2L,5721039,5723791
FBgn0039059,CG13829,3R,18986199,18987060
FBgn0040239,bc10,3L,5558334,5559867
FBgn0037817,Cyp12e1,3R,6260511,6262426
FBgn0261674,CG42709,3L,12783293,12789184
FBgn0261675,Npc1b,X,20805980,20810408
FBgn0262893,CG43248,3L,15523184,15524070
FBgn0026417,Hus1-like,3R,634058,637783
FBgn0262975,cnc,3R,19011302,19052430
FBgn0037743,CG8412,3R,5582215,5585035
FBgn0032848,nesd,2L,20093964,20096253
FBgn0039831,CG12054,3R,27046426,27056645
FBgn0037620,ranshi,3R,4554089,4555415
FBgn0083974,CG34138,3R,15460671,15461601
FBgn0033954,CG12860,2R,10553146,10554322
FBgn0039544,CG12877,3R,23532824,23536579
FBgn0034151,CG15617,2R,12632728,12634067
FBgn0030657,cerv,X,15471018,15472017
FBgn0037611,CG11755,3R,4503865,4504677
FBgn0035437,CG11526,3L,3322484,3328871
FBgn0262117,IntS3,2R,123268,130444
FBgn0026679,IntS4,X,8449276,8452794
FBgn0261383,IntS6,X,5632694,5641257
FBgn0025830,IntS8,2R,12737963,12741606
FBgn0036570,IntS9,3L,16096532,16098711
FBgn0035462,IntS10,3L,3806714,3809090
FBgn0262888,CG43243,2R,17495192,17495982
FBgn0262818,CG43189,2R,6973968,6974144
FBgn0003371,sgg,X,2527983,2571879
FBgn0023517,Pgam5,X,1766435,1767570
FBgn0260794,CG42574,3R,612767,637788
FBgn0260713,CG42544,3R,3130314,3130676
FBgn0040001,CG17374,3LHet,1135558,1145369
FBgn0042201,Nplp3,3L,16311124,16311790
FBgn0039691,IntS11,3R,25571076,25573235
FBgn0039459,IntS12,3R,22689120,22690289
FBgn0036606,CG13060,3L,16312960,16313554
FBgn0040649,CG15461,X,20357207,20357615
FBgn0030394,Cpr11A,X,12381006,12383484
FBgn0030494,Cpr12A,X,13437676,13438952
FBgn0030398,Cpr11B,X,12447163,12448274
FBgn0051876,Cpr30F,2L,9932587,9933092
FBgn0038014,CG10041,3R,8176537,8177801
FBgn0038013,CG10038,3R,8174709,8176367
FBgn0040375,CG13760,X,2477778,2479732
FBgn0053302,Cpr31A,2L,10054215,10055935
FBgn0033729,Cpr49Af,2R,8293510,8293948
FBgn0263353,CG11000,3R,1628050,1638980
FBgn0028871,Cpr35B,2L,14424413,14425131
FBgn0263354,CG42784,2L,13415677,13500427
FBgn0033601,Cpr47Ed,2R,7148818,7149295
FBgn0015714,Cyp6a17,2R,10761459,10763063
FBgn0261291,CheA86a,3R,6970231,6970864
FBgn0050163,Cpr60D,2R,20550374,20550929
FBgn0002878,mus101,X,13616322,13621146
FBgn0033600,Cpr47Ec,2R,7146822,7147344
FBgn0033598,Cpr47Eb,2R,7142674,7143488
FBgn0037114,Cpr78E,3L,21659554,21660080
FBgn0001087,g,X,13621237,13630311
FBgn0034753,CG2852,2R,18532448,18533851
FBgn0031736,CG11030,2L,5724658,5760047
FBgn0038146,CG9799,3R,9211370,9214436
FBgn0051988,CG31988,2L,21201535,21202742
FBgn0261292,CheB53a,2R,12354214,12355027
FBgn0033728,Cpr49Ae,2R,8289720,8292620
FBgn0262477,FoxP,3R,5551742,5555165
FBgn0033730,Cpr49Ag,2R,8295341,8296038
FBgn0261293,CheB53b,2R,12355714,12356439
FBgn0033869,Cpr50Cb,2R,9682308,9692741
FBgn0033942,Cpr51A,2R,10400047,10402713
FBgn0051624,CG31624,2L,21199187,21200263
FBgn0033867,Cpr50Ca,2R,9657420,9675310
FBgn0034499,Cpr56F,2R,16175860,16179448
FBgn0261270,SelD,2R,10156275,10158159
FBgn0034422,CG7137,2R,15114835,15116118
FBgn0260447,CR11386,X,7791378,7792005
FBgn0260012,pds5,2R,7915484,7921230
FBgn0261885,osa,3R,13513540,13544059
FBgn0260450,CalpC,X,16219802,16222560
FBgn0033042,Tsp42A,2R,1682918,1683853
FBgn0036607,CG13059,3L,16316772,16317408
FBgn0263352,Unr,3L,8425658,8435480
FBgn0086611,Lcp65Ag3,3L,6123485,6124086
FBgn0036618,Cpr72Eb,3L,16358097,16358750
FBgn0035281,Cpr62Bc,3L,1840278,1842080
FBgn0001256,ImpL1,3L,13375857,13377099
FBgn0039026,CG7029,3R,18576614,18619752
FBgn0042119,Cpr65Au,3L,6124413,6125209
FBgn0031670,CG3887,2L,5011081,5012127
FBgn0052405,Cpr65Av,3L,6132323,6133073
FBgn0263619,CR43628,3R,1433521,1435042
FBgn0035737,Cpr65Ec,3L,7086309,7086943
FBgn0263032,CG43327,2R,12919992,12921432
FBgn0026190,PH4alphaMP,3R,26317535,26321875
FBgn0040343,CG3713,X,740204,741163
FBgn0035686,Cpr65Az,3L,6153914,6154689
FBgn0035735,Cpr65Ea,3L,7079156,7079706
FBgn0051301,CG31301,3R,11171953,11173734
FBgn0086687,desat1,3R,8265322,8273338
FBgn0259204,CG42308,X,6905394,6906169
FBgn0262866,S6kII,X,21931813,21935929
FBgn0030090,fend,X,9019165,9029051
FBgn0035985,Cpr67B,3L,9397897,9399274
FBgn0036109,Cpr67Fa2,3L,10884843,10885616
FBgn0038714,Cpr92A,3R,15423224,15424671
FBgn0036619,Cpr72Ec,3L,16358991,16360426
FBgn0036617,Cpr72Ea,3L,16355703,16356780
FBgn0036879,Cpr76Bb,3L,19512795,19513391
FBgn0036878,Cpr76Ba,3L,19510761,19511375
FBgn0037067,Cpr78Ca,3L,21285319,21285767
FBgn0037069,Cpr78Cc,3L,21293688,21294273
FBgn0039630,CG11843,3R,24880244,24881559
FBgn0037068,Cpr78Cb,3L,21288501,21289802
FBgn0033238,CG11165,2R,3837344,3837970
FBgn0040362,CG11379,X,1074198,1074980
FBgn0039480,Cpr97Ea,3R,22908854,22912341
FBgn0041588,ligatin,3R,24975618,24977512
FBgn0039481,Cpr97Eb,3R,22915417,22916845
FBgn0038819,Cpr92F,3R,16495293,16498538
FBgn0086693,iav,X,6708151,6712189
FBgn0086694,Bre1,3L,5783274,5787291
FBgn0031668,CG31917,2L,5009931,5010825
FBgn0039805,Cpr100A,3R,26693245,26694908
FBgn0035999,CG3552,3L,9449454,9452470
FBgn0261294,CheB74a,3L,17712293,17712954
FBgn0037609,CG9773,3R,4501005,4502349
FBgn0033041,Or42a,2R,1678946,1680472
FBgn0039078,CG4374,3R,19234922,19297216
FBgn0259702,CG42356,3L,2022070,2023391
FBgn0032200,CG5676,2L,10254610,10255884
FBgn0262124,uex,2RHet,3136909,3181390
FBgn0040794,CG13056,3L,16326413,16326882
FBgn0032033,CG13392,2L,8381905,8382723
FBgn0035589,CHMP2B,3L,5132773,5133573
FBgn0036948,CG7298,3L,20195170,20196786
FBgn0262123,l(2)41Ab,2RHet,476025,570571
FBgn0262840,CG43204,2R,8318100,8318801
FBgn0058068,CR40068,U,1206488,1206901
FBgn0032385,CG16964,2L,11947965,11948634
FBgn0030439,CG12716,X,12868749,12870644
FBgn0037231,vps24,3R,135364,136667
FBgn0262057,Spn77Ba,3L,20310328,20313042
FBgn0263020,CG43315,2R,8128723,8129264
FBgn0263021,CG43316,2R,8130051,8130778
FBgn0263022,CG43317,3R,11659184,11660147
FBgn0263023,CG43318,3R,11658490,11659132
FBgn0039402,vps2,3R,21878547,21879850
FBgn0040588,CG13841,3R,18592596,18593421
FBgn0015513,mbc,3R,19607488,19627356
FBgn0034459,CG16716,2R,15481295,15485080
FBgn0032157,Etl1,2L,9908830,9912585
FBgn0086708,stv,3L,13470653,13476621
FBgn0036168,CG7512,3L,11506667,11512004
FBgn0036608,CG13040,3L,16318246,16318906
FBgn0038870,Oga,3R,17044801,17048565
FBgn0038524,sll,3R,13431824,13434263
FBgn0033927,CR10102,2R,10247938,10249285
FBgn0040507,ACXD,3L,2237610,2243719
FBgn0031713,CG7277,2L,5530620,5532195
FBgn0086712,Egm,2R,7504374,7506515
FBgn0051077,CG31077,3R,22825480,22828507
FBgn0033128,Tsp42Eg,2R,2916418,2920738
FBgn0086613,Ino80,3R,15194717,15228870
FBgn0261953,AP-2,3L,21591958,21606453
FBgn0032475,Sfmbt,2L,13169643,13176783
FBgn0030786,mRpL22,X,16677987,16679125
FBgn0261954,east,X,1904893,1918108
FBgn0261952,srw,3L,4283068,4283478
FBgn0260451,CG14042,2L,5038053,5040816
FBgn0261996,CG42814,3R,23054441,23055154
FBgn0025641,DAAM,X,1183746,1216427
FBgn0031758,Ucp4B,2L,5969871,5971025
FBgn0001313,kl-2,YHet,81209,148249
FBgn0040361,CG14627,X,1075720,1077382
FBgn0040291,Roc1b,3L,357981,358486
FBgn0023000,mth,3L,343376,347168
FBgn0039139,Mta70,3R,19857914,19859979
FBgn0038528,CG14326,3R,13444824,13445410
FBgn0042106,CG18754,3R,19509779,19512259
FBgn0051126,CG31126,3R,20485343,20485987
FBgn0262889,CG43244,2R,8131576,8132167
FBgn0262593,Shab,3L,2895120,2959579
FBgn0262963,CR43274,2L,17918552,17919131
FBgn0034398,CG15098,2R,14720877,14722276
FBgn0034400,CG15099,2R,14724326,14733368
FBgn0261955,kdn,X,6244662,6255226
FBgn0261112,APP-BP1,3L,11091512,11093678
FBgn0262023,CG42834,3R,13244507,13244875
FBgn0052072,Elo68alpha,3L,11094975,11096130
FBgn0259728,CG42382,2R,5054071,5055023
FBgn0029091,CS-2,3L,21955501,21963064
FBgn0262126,gho,2L,2231777,2236826
FBgn0033593,Listericin,2R,7129250,7129700
